,Unnamed: 0,block_order,block_name,stimuli,valence,random_fixation,movement,accuracy,response_time,ImpVsExp,participant,Group,Race,Gender,Duration (in seconds),ResponseId,Age,CurrentGender,Sex,RaceEthnicity,Check1_1,Political_1,Zip,Occupations,PSYID,FTBlack_1,VCNegBlack_1,VCPosBlack_1,ECBlack_Neighbors,ECBlack_WorkColleagues,ECBlack_CloseFriends,ECBlack_Married,FTWhite_1,VCNegWhite_1,VCPosWhite_1,ECWhite_Neighbors,ECWhite_WorkColleagues,ECWhite_CloseFriends,ECWhite_Married,MiniIPI_1_1,MiniIPI_1_2,MiniIPI_1_3,MiniIPI_1_4,MiniIPI_1_5,MiniIPI_2_1,MiniIPI_2_2,MiniIPI_2_3,MiniIPI_2_4,MiniIPI_2_5,MiniIPI_3_1,MiniIPI_3_2,MiniIPI_3_3,MiniIPI_3_4,MiniIPI_3_5,MiniIPI_4_1,MiniIPI_4_2,MiniIPI_4_3,MiniIPI_4_4,MiniIPI_4_5,Unclear,Comments ,expected_ir,accuracy_total,race,gender,Total RT Approach Male,Total RT Avoid Male,Total RT Approach Female,Total RT Avoid Female,Total RT Approach Black,Total RT Avoid Black,Total RT Approach White,Total RT Avoid White,Avg Total RT Approach Male,Avg Total RT Avoid Male,Avg Total RT Approach Female,Avg Total RT Avoid Female,Avg Total RT Approach Black,Avg Total RT Avoid Black,Avg Total RT Approach White,Avg Total RT Avoid White,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
1281,3360,1,blkTestCatAAp,54,1,1200,Approach,1,514,Implicit,s.57124377-2366-48ac-9023-eaf3d378634a.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,887,R_OBxVOElFosgCTQZ,22,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,29412,Other,TmPKzwwVuh,83,2,6.0,3,5,4,2,78,3,6.0,All,All,All,All,4,5,3,2,4,3,4,2,4,4,2,4,4,2,3,4,4,4,4,4,no,no,0.6,0.85,black,male,7711.0,10442.0,7540.0,10372.0,5306.0,10433.0,9945.0,10381.0,856.7777777777778,1305.25,1077.142857142857,1037.2,758.0,1304.125,1105.0,1038.1,3.75,3.25,3.25,4.25,3.0
1315,3460,1,blkTestCatAAp,44,1,1300,Approach,1,484,Implicit,s.b42d9cb1-deaf-449c-9048-301f72a76c49.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,3447,R_1OrhLlZrThNY8xR,31,Female,Female,Black or African American alone,Absolutely not true,Liberal,28205,Information services,seOV6Mgze6,82,4,5.0,5,4,All,4,51,1,5.0,2,4,None,None,2,4,4,4,4,2,2,4,4,4,2,4,4,4,4,2,4,4,4,4,nope,none,0.6,0.925,white,female,5315.0,4953.0,5737.0,6816.0,4756.0,4965.0,6296.0,6804.0,664.375,550.3333333333334,573.7,681.6,528.4444444444445,551.6666666666666,699.5555555555555,680.4,4.0,4.0,2.0,3.5,4.0
1352,3560,1,blkTestCatAAp,53,2,1700,Avoid,1,849,Implicit,s.504b9e2d-ba19-4a68-92a7-6d82488dd647.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,840,R_2CpNp6uKpAJHEKH,21,Female,Female,Black or African American alone,Absolutely not true,Moderate,19713,Food services,Wt6sZAFZp7,80,1,6.0,4,4,4,5,71,1,5.0,4,4,4,None,5,5,4,5,5,1,4,4,2,4,5,5,5,5,4,1,3,4,1,4,No,No,0.6,1.0,black,male,6302.0,9496.0,7167.0,6472.0,7096.0,8760.0,6373.0,7208.0,630.2,949.6,716.7,647.2,709.6,876.0,637.3,720.8,4.25,4.25,3.0,4.25,3.25
1392,3660,1,blkTestCatAAp,40,1,1700,Approach,1,577,Implicit,s.8070fb92-d125-4289-9cc4-4a4bedc46366.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,866,R_31RXnMgoi2LQEFO,33,Male,Male,Black or African American alone,Absolutely not true,Slightly conservative,74014,Data processing,V6Z6LJXafB,90,2,7.0,All,All,5,4,90,1,6.0,All,5,5,4,3,4,4,1,3,3,4,4,2,4,4,4,4,1,3,4,4,4,2,3,Nothing at alll,Not applicable to me,0.6,0.975,white,female,6050.0,6433.0,6215.0,5134.0,5925.0,6104.0,6340.0,5463.0,605.0,643.3,621.5,570.4444444444445,592.5,610.4,634.0,607.0,3.25,4.0,3.5,4.0,1.5
1431,3760,1,blkTestCatAAp,26,1,1600,Approach,1,627,Implicit,s.f8b4a6d0-7095-4a6a-889b-5a558018b7bb.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1029,R_3JwPxcBM8ZFWEhE,19,Female,Female,Black or African American alone,Absolutely not true,Strongly liberal,28711,Other,m6DRPqFc4m,75,4,5.0,2,None,3,2,46,3,5.0,5,All,5,None,2,4,1,4,5,3,4,1,3,3,3,1,3,3,4,3,4,5,5,5,"The part about like how many people of a certain group i know like in my neighborhood, my work, etc. It was very confusing",no,0.6,0.875,white,male,4741.0,7711.0,4401.0,7065.0,5523.0,6699.0,3619.0,8077.0,526.7777777777778,771.1,628.7142857142857,785.0,613.6666666666666,744.3333333333334,517.0,807.7,4.25,2.5,2.75,3.25,3.75
1466,3860,1,blkTestCatAAp,61,2,1800,Avoid,1,941,Implicit,s.f571ba4a-4624-4c3e-8ad3-d51bbe0e3df9.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,933,R_1jD2DhMQ3k1OgaK,51,Female,Female,Black or African American alone,Absolutely not true,Strongly conservative,28358,Other,7tbdXt3W5r,83,1,7.0,5,5,5,5,81,1,6.0,4,5,4,4,1,4,5,1,1,2,2,5,2,2,3,2,5,1,3,2,2,5,2,2,"No, there was nothing unclear during this study.",This was very different than any of the other surveys that I have done. This kept me very active and engaged!,0.6,0.95,black,female,7806.0,7801.0,7890.0,7598.0,7238.0,8172.0,8458.0,7227.0,867.3333333333334,780.1,789.0,844.2222222222222,804.2222222222222,817.2,845.8,803.0,2.0,5.0,2.0,2.5,1.5
1504,3961,1,blkTestCatAAp,41,2,1700,Avoid,1,1109,Implicit,s.cc932bac-9c4d-4ffc-9e67-e795b7749ad5.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,866,R_30c7wFiNQtSvSUA,47,Female,Female,Black or African American alone,Absolutely not true,Moderate,28306,Other,afanAF5Ahh,93,1,6.0,5,5,5,5,87,1,6.0,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,nothing,,0.6,0.95,white,female,8504.0,4939.0,7642.0,8777.0,7625.0,5139.0,8521.0,8577.0,850.4,493.9,849.1111111111111,975.2222222222222,847.2222222222222,571.0,852.1,857.7,3.75,4.0,3.75,3.75,3.75
1542,4062,1,blkTestCatAAp,31,2,2000,Avoid,1,974,Implicit,s.7442ab31-b892-4dfa-8b7d-8095933f526f.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,797,R_25zv7ShWAiSR5Os,23,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,78758,Entertainment,Ww6UcXDXgO,81,6,5.0,4,5,3,None,21,6,5.0,All,All,All,4,3,5,1,4,5,4,4,1,5,4,4,4,3,5,4,3,4,1,5,5,the initial instruction box for the interactive part was hard to understand until the tutorial. ,no,0.6,0.75,white,male,9363.0,8187.0,8210.0,6602.0,8289.0,7056.0,9284.0,7733.0,1337.5714285714287,1023.375,1026.25,943.1428571428571,1036.125,882.0,1326.2857142857142,1104.7142857142858,4.5,1.5,3.5,4.25,4.75
1572,4162,1,blkTestCatAAp,50,1,2000,Approach,1,661,Implicit,s.9f0e79da-57b7-48b2-b0d2-82920838e60d.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,636,R_1pu7cn4WKIhpzH2,27,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,15232,Health care,JUhf2PgbYB,85,2,6.0,5,5,5,2,87,5,6.0,5,5,5,5,2,4,4,2,3,2,4,4,2,3,4,2,4,2,4,2,4,4,4,4,no,,0.6,0.85,black,male,4146.0,3659.0,3832.0,4982.0,3488.0,4215.0,4490.0,4426.0,518.25,457.375,479.0,498.2,498.2857142857143,468.3333333333333,498.8888888888889,491.77777777777777,3.5,4.0,2.5,3.5,2.5
1606,4260,1,blkTestCatAAp,60,1,800,Approach,1,738,Implicit,s.cab16f85-b20f-4819-afbd-1356049aeec4.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,695,R_3efPDy5O4IiaTIO,20,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,29631,Other,HDAZZQ8ngu,100,2,7.0,All,All,All,All,100,1,7.0,All,All,All,All,4,4,3,2,2,4,4,3,3,2,4,3,4,2,3,4,4,3,2,3,No,No,0.6,0.975,black,female,7427.0,6356.0,7169.0,5398.0,7430.0,5460.0,7166.0,6294.0,742.7,635.6,716.9,599.7777777777778,743.0,606.6666666666666,716.6,629.4,2.5,3.25,4.0,3.75,2.25
1645,4360,1,blkTestCatAAp,31,2,800,Avoid,1,752,Implicit,s.23dba5ff-fef7-4047-ae48-c9f46f9fabbf.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,832,R_1JDsGnqHMGNJ2fp,44,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Strongly liberal,60515,Prefer not to say,B8GNFxTcNf,80,1,7.0,4,5,4,3,60,5,5.0,5,5,5,5,1,4,3,3,4,1,2,5,3,2,2,3,5,3,2,1,2,5,2,4,no,no,0.6,1.0,white,male,7287.0,7725.0,7964.0,7742.0,7002.0,7629.0,8249.0,7838.0,728.7,772.5,796.4,774.2,700.2,762.9,824.9,783.8,3.0,4.5,1.25,2.75,2.75
1685,4460,1,blkTestCatAAp,32,1,1200,Approach,1,793,Implicit,s.898822ba-02ed-4636-b05d-1d4c9b76b3e2.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1195,R_2E5FMbX2ixX7RQR,20,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,20774,Other,rNuWPrn3KB,100,5,6.0,4,5,All,All,50,2,4.0,None,4,2,None,3,5,5,3,2,5,3,1,1,1,4,3,5,4,5,3,5,2,4,1,No,It was a well planned and structured survey.,0.6,0.9,white,male,10021.0,10647.0,12995.0,7151.0,13007.0,8512.0,10009.0,9286.0,1113.4444444444443,1064.7,1299.5,1021.5714285714286,1445.2222222222222,1064.0,1000.9,1031.7777777777778,2.25,3.25,3.75,4.0,3.0
1721,4560,1,blkTestCatAAp,31,2,900,Avoid,1,728,Implicit,s.73a8aa83-5297-438d-821d-495e6a165506.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,827,R_3RxQYwg70GxFiLy,35,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,30043,Agriculture,PGEYanQ9NU,60,5,6.0,All,4,5,All,72,6,7.0,All,5,All,All,5,4,5,5,4,3,4,2,1,1,4,5,4,5,1,2,1,2,1,1,nol,no thank u,0.6,0.375,white,male,1070.0,2435.0,2290.0,3424.0,873.0,3365.0,2487.0,2494.0,535.0,608.75,763.3333333333334,570.6666666666666,873.0,560.8333333333334,621.75,623.5,1.75,3.25,3.5,3.5,3.0
1736,4660,1,blkTestCatAAp,33,2,1300,Avoid,1,1246,Implicit,s.113c7858-d738-4af2-b975-eb4f7ef5ca5b.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1796,R_2yeCrUDSmoxqEG6,26,Male,Male,Black or African American alone,Absolutely not true,Strongly liberal,30035,Information services,aAN8E4hXfs,75,4,5.0,4,3,4,4,59,4,5.0,4,3,3,4,2,4,3,2,3,4,2,3,1,4,4,3,4,3,3,2,3,4,3,3,no nothing was unclear,,0.6,0.95,white,male,38678.0,14685.0,16982.0,10318.0,20957.0,16124.0,34703.0,8879.0,3867.8,1631.6666666666667,1698.2,1146.4444444444443,2095.7,2015.5,3470.3,887.9,3.25,3.5,3.0,3.0,2.25
1774,4760,1,blkTestCatAAp,44,1,1700,Approach,1,753,Implicit,s.64b5aa79-1e68-4a8e-bf90-cb4b62e0e96f.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1300,R_xtGEurVoxsj1Vfj,71,Female,Female,Black or African American alone,Absolutely not true,Moderate,20772,Other,LskHwkmDv3,100,1,7.0,All,2,5,All,100,1,7.0,None,5,3,3,2,5,5,1,2,2,5,5,1,2,4,4,5,1,3,3,5,5,1,3,No.,No.,0.6,0.725,white,female,5948.0,4900.0,7337.0,5654.0,8007.0,6512.0,5278.0,4042.0,849.7142857142857,816.6666666666666,917.125,706.75,889.6666666666666,814.0,879.6666666666666,673.6666666666666,2.5,5.0,2.75,4.75,1.0
1803,4860,1,blkTestCatAAp,39,2,800,Avoid,1,853,Implicit,s.4d7072b6-57bc-4d74-86a8-ad5a9fdd666f.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1419,R_xflFbzcyvRS9Dnr,66,Female,Female,Black or African American alone,Absolutely not true,Slightly conservative,62301,Other,Ow5rVaE9Pu,91,1,6.0,2,None,3,2,91,1,7.0,5,5,5,2,2,4,3,1,3,2,3,5,2,3,3,2,4,2,4,3,3,4,2,3,no,no,0.6,1.0,white,female,7188.0,8061.0,7191.0,7942.0,6739.0,8260.0,7640.0,7743.0,718.8,806.1,719.1,794.2,673.9,826.0,764.0,774.3,3.25,4.0,2.5,3.0,1.75
1843,4960,1,blkTestCatAAp,42,1,1300,Approach,1,524,Implicit,s.aa7c01d7-03ac-4055-a45a-e810ac095460.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,801,R_3PH5QjdY7dk5rsd,42,Male,Male,Black or African American alone,Absolutely not true,Liberal,75013,Entertainment,47jG99tjZM,92,1,6.0,5,4,4,3,78,2,5.0,4,3,4,2,2,4,4,4,4,3,3,3,4,2,2,4,3,4,4,2,4,3,4,2,no,no,0.6,0.9,white,female,6207.0,9150.0,4165.0,6542.0,4789.0,7986.0,5583.0,7706.0,620.7,915.0,595.0,726.8888888888889,598.625,798.6,620.3333333333334,856.2222222222222,3.0,3.25,2.25,3.75,4.0
1879,5060,1,blkTestCatAAp,35,2,1700,Avoid,1,687,Implicit,s.00db30ff-002d-4b54-9a10-a14af9059974.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,741,R_2zFGSrRYZLKkTMA,24,Gender Variant-Non-Conforming,Female,Black or African American alone,Absolutely not true,Liberal,28501,Other,Nq28WkFVq2,100,2,6.0,All,None,All,None,30,4,4.0,None,None,None,None,1,4,3,3,3,2,2,3,4,3,1,3,4,4,2,2,3,4,5,4,No,No.,0.6,1.0,white,male,7855.0,6887.0,7515.0,6768.0,7846.0,6491.0,7524.0,7164.0,785.5,688.7,751.5,676.8,784.6,649.1,752.4,716.4,3.0,3.5,1.5,3.0,4.0
1919,5160,1,blkTestCatAAp,51,2,1300,Avoid,1,669,Implicit,s.c2151fd3-0d14-41fc-8034-15d7250fa36d.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1887,R_9YMCDNNyl8CPaSZ,56,Male,Male,Black or African American alone,Absolutely not true,Moderate,10458,Health care,uFBgs8X49x,50,4,7.0,5,5,5,5,50,2,7.0,None,4,4,2,1,5,1,1,5,4,4,2,2,2,4,5,4,1,5,2,5,5,4,5,no,none,0.6,0.9,black,male,7508.0,7326.0,6154.0,5911.0,6597.0,6180.0,7065.0,7057.0,750.8,732.6,769.25,738.875,659.7,686.6666666666666,883.125,784.1111111111111,4.25,3.0,2.75,4.75,2.0
1955,5261,1,blkTestCatAAp,59,2,1700,Avoid,1,554,Implicit,s.9eb51de3-4649-442b-a29a-d79122200ff3.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,847,R_1mnm9Q9xiSoeEbp,62,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,33982,Other,qyD2fvU54f,51,1,5.0,2,None,None,None,51,4,4.0,3,None,2,None,1,1,5,1,1,1,1,5,1,1,1,1,3,1,5,1,1,5,1,1,nothing,none,0.6,0.925,black,female,7734.0,7109.0,7159.0,7382.0,6915.0,7098.0,7978.0,7393.0,773.4,789.8888888888889,795.4444444444445,820.2222222222222,768.3333333333334,788.6666666666666,797.8,821.4444444444445,2.0,4.5,1.0,1.0,1.0
1992,5361,1,blkTestCatAAp,48,1,1700,Approach,1,626,Implicit,s.e024e3f2-9786-4e43-bb7c-3b36d128099c.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1084,R_3FLs48HN4m2Vbfw,60,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Moderate,32963,Other,9cCNdgvryJ,50,3,5.0,2,3,3,3,50,3,5.0,5,4,4,4,3,4,4,2,4,2,3,4,3,4,4,3,3,4,5,3,4,4,2,4,,,0.6,0.975,black,male,5456.0,7341.0,5778.0,7418.0,6066.0,7285.0,5168.0,7474.0,606.2222222222222,734.1,577.8,741.8,606.6,728.5,574.2222222222222,747.4,4.25,3.75,3.0,3.5,2.75
2031,5462,1,blkTestCatAAp,31,2,1700,Avoid,1,3076,Implicit,s.84c42dd0-8dd4-4227-a08d-201dc888023d.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,2547,R_Q9tlfRGOmloDPr3,29,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Strongly conservative,96003,Other,gA4C5pJcM8,50,1,1.0,None,None,None,None,50,1,7.0,None,None,All,None,3,1,5,1,5,5,5,5,1,1,1,1,5,1,5,5,5,5,1,1," No, it was all clear","No, I don't have any comments.",0.6,0.9,white,male,13458.0,13696.0,13375.0,14177.0,11342.0,12892.0,15491.0,14981.0,1682.25,1521.7777777777778,1337.5,1575.2222222222222,1260.2222222222222,1289.2,1721.2222222222222,1872.625,3.0,5.0,3.5,3.0,1.0
2067,5560,1,blkTestCatAAp,58,1,2000,Approach,1,660,Implicit,s.800e55eb-597f-43eb-98c3-5952a8f29cdc.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1610,R_3fNyjaSCpMXAKg9,78,Male,Male,"White alone, not Hispanic or Latino",Absolutely not true,Conservative,30092,Data processing,gm4cZnKON8,85,1,6.0,3,4,2,4,85,2,6.0,4,3,5,5,1,2,4,1,2,2,4,5,1,4,1,2,5,1,4,2,4,4,1,4,"I liked most of this study, but did not care for the questions about black and white people. I had to read the ""thermometer"" questions four times before I think I understood what the question meant. In future studies I would like to not have those types of questions. I think you were asking how comfortable around black people where I live and work. The answer to that question has always been for black and white people in my everyday life and work life are almost all the same with different color skin. The color of skin makes no difference and shouldn't make a difference. We would all be much better if more people think this way. ",I liked the Red/Blue part a lot!,0.6,0.975,black,female,8186.0,6063.0,6870.0,6917.0,7837.0,6724.0,7219.0,6256.0,818.6,673.6666666666666,687.0,691.7,783.7,672.4,721.9,695.1111111111111,3.5,4.5,1.5,3.0,1.0
2106,5660,1,blkTestCatAAp,61,2,1300,Avoid,1,593,Implicit,s.ea129075-9be8-491a-956f-964cd1552d14.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,883,R_0B5z4vewDEe96Br,73,Female,Female,"White alone, not Hispanic or Latino",Absolutely not true,Slightly liberal,30534,Other,4ee9L9t4bd,60,1,1.0,None,2,None,None,50,5,3.0,All,4,All,All,1,4,4,1,2,2,4,5,2,2,2,4,4,4,2,2,3,5,2,2,,,0.6,1.0,black,female,5825.0,6914.0,5984.0,7166.0,5875.0,7036.0,5934.0,7044.0,582.5,691.4,598.4,716.6,587.5,703.6,593.4,704.4,2.0,4.5,1.75,3.75,2.25
2146,5760,1,blkTestCatAAp,53,2,1600,Avoid,1,515,Implicit,s.b5e7b686-cf6f-4f5f-8614-f49e734741e3.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,659,R_1M3Sgz4X02Jqr8f,28,Female,Female,Black or African American alone,Absolutely not true,Liberal,48184,Other,QB9CRrSWMn,100,2,7.0,5,5,5,5,50,3,5.0,None,None,None,None,2,5,2,4,5,1,4,2,4,5,2,4,4,5,4,1,4,4,5,5,the colors part,,0.6,1.0,black,male,4457.0,4212.0,4146.0,4156.0,4285.0,4002.0,4318.0,4366.0,445.7,421.2,414.6,415.6,428.5,400.2,431.8,436.6,4.75,3.0,1.5,4.25,4.5
2186,5863,1,blkTestCatAAp,29,2,1800,Avoid,1,1429,Implicit,s.c3bc98fb-773f-4b66-84b7-10a192d42bf8.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,737,R_1oAS3gds1S6Ajjl,31,Male,Male,Black or African American alone,Absolutely not true,Liberal,47722,Information services,7mHWneTuTP,85,2,7.0,4,4,5,5,75,3,5.0,4,5,4,3,2,5,4,1,4,4,5,4,1,4,3,5,5,2,4,1,5,4,5,5,"The second section of the game was quite unclear, I wish the instructions were posted above the game, so I could refer to it to make sure I was following the instructions.",,0.6,0.775,white,male,7604.0,5358.0,7082.0,6922.0,7312.0,5193.0,7374.0,7087.0,1086.2857142857142,765.4285714285714,885.25,769.1111111111111,914.0,741.8571428571429,1053.4285714285713,787.4444444444445,4.25,4.25,2.5,5.0,2.25
2217,5960,1,blkTestCatAAp,36,1,1700,Approach,1,2218,Implicit,s.40e03869-c54e-4a01-b608-39d14e663e80.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,893,R_ea1oa5LKiH6usPD,43,Male,Male,Black or African American alone,Absolutely not true,Slightly conservative,11210,Other,2ngVSvtJff,81,2,4.0,3,3,3,2,55,3,5.0,2,3,2,None,2,3,2,2,4,2,3,4,2,3,2,4,3,2,3,2,3,2,2,4,no,no,0.6,0.95,white,female,12322.0,9035.0,15535.0,11721.0,15861.0,9563.0,11996.0,11193.0,1232.2,1129.375,1553.5,1172.1,1586.1,1062.5555555555557,1199.6,1243.6666666666667,3.5,2.75,2.0,3.25,2.0
2255,6062,1,blkTestCatAAp,50,1,800,Approach,1,2897,Implicit,s.ffa4e737-af5e-482d-a0fc-602c7dc29abd.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1216,R_1IM2sCvwOtN1hD5,44,Male,Male,Black or African American alone,Absolutely not true,Strongly conservative,90028,Finance,xS5pT4jUP7,76,1,4.0,2,2,2,2,76,1,4.0,5,5,5,5,2,5,5,1,5,1,5,5,1,5,2,5,5,1,5,2,5,5,4,5,"Was this study about the slot receiver who put in a 50 yard performance against Duke, while ignoring his girlfriend.","Generally, I think a focus on race is part of the problem with political assessment.  Race-based considerations should be banned.  People should be judged on how civil they are.  Governments should be judged on how effective they are.  The issue is whether control measures are put into place to ensure that a representative sampling of the country is reflected in various considerations.  This sampling issue is more important in government, yet for private parties, ESG comparisons effectively mandate that they at least try to develop talent in people of all races.  But it doesn't matter.  In the U.S., the almighty dollar rules, people are generally wicked and biased, and you can depend only on yourself.",0.6,0.925,black,male,11414.0,12959.0,26589.0,13070.0,14893.0,10743.0,23110.0,15286.0,1268.2222222222222,1439.888888888889,2658.9,1452.2222222222222,1489.3,1193.6666666666667,2567.777777777778,1698.4444444444443,5.0,5.0,1.75,5.0,1.75
2292,6160,1,blkTestCatAAp,36,1,1000,Approach,1,840,Implicit,s.8766991f-6b94-4bcb-b4fe-35fc16fb3940.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1084,R_2assMXVkVneGQCq,46,Female,Female,Black or African American alone,Absolutely not true,Liberal,60644,Data processing,yh55W3xXnp,60,5,4.0,5,3,5,5,60,5,3.0,4,5,2,3,2,4,2,1,3,2,4,4,4,4,4,4,3,2,4,2,2,4,5,4,Some of the wording was a little difficult to understand.,No,0.6,1.0,white,female,8635.0,6784.0,7918.0,6930.0,8686.0,6924.0,7867.0,6790.0,863.5,678.4,791.8,693.0,868.6,692.4,786.7,679.0,3.75,3.25,2.5,3.5,3.0
2332,6260,1,blkTestCatAAp,37,2,1200,Avoid,1,919,Implicit,s.007163b4-c971-4598-bd05-43fa3322fb47.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1071,R_3RfH5Jbr43GBh54,65,Male,Male,Black or African American alone,Absolutely not true,Conservative,89085,Other,bX7q5hmxcN,86,1,6.0,4,None,4,4,73,2,6.0,4,2,3,5,3,4,4,1,5,2,3,4,1,2,3,2,4,2,2,2,3,4,1,4,nothing,none,0.6,0.95,white,female,6375.0,7405.0,7052.0,9086.0,5589.0,7773.0,7838.0,8718.0,637.5,740.5,881.5,908.6,698.625,777.3,783.8,871.8,3.25,4.0,2.5,3.0,1.25
2370,6360,1,blkTestCatAAp,56,1,1900,Approach,1,773,Implicit,s.c6c8565c-bffd-4a1b-ab89-ea11fa3cc0d8.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1077,R_1jpnuZZc4pW7IY2,56,Female,Female,Black or African American alone,Absolutely not true,Liberal,37206,Other,CS7aJxFFZd,100,3,6.0,5,None,All,None,72,4,6.0,3,None,None,None,4,5,3,2,5,4,4,4,2,4,4,5,4,3,4,4,5,4,4,5,no,not at this time,0.6,0.425,black,female,3331.0,1373.0,2400.0,2289.0,3477.0,2866.0,2254.0,796.0,555.1666666666666,457.6666666666667,600.0,572.25,579.5,573.2,563.5,398.0,4.5,3.75,4.0,4.75,2.75
2387,6460,1,blkTestCatAAp,31,2,1000,Avoid,1,5191,Implicit,s.6f415919-dfae-4d6a-a5d8-f48145021f4a.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1340,R_1JOT1YYmUOszvxb,30,Male,Male,Black or African American alone,Absolutely not true,Liberal,53233,Education,QzApTv5F3f,68,2,5.0,4,2,4,4,87,2,6.0,5,5,4,4,1,5,4,2,2,3,4,4,2,3,2,4,4,2,4,2,4,4,4,4,Everything is clear,I think this study seem too personal and investigtative,0.6,0.9,white,male,9655.0,17853.0,9242.0,10408.0,9650.0,12860.0,9247.0,15401.0,965.5,1983.6666666666667,1155.25,1156.4444444444443,1206.25,1607.5,924.7,1540.1,3.25,4.0,2.0,4.25,2.5
2423,6560,1,blkTestCatAAp,29,2,2000,Avoid,1,2643,Implicit,s.26d1489c-9754-425b-b2d6-f00c344378eb.txt,Faces_ImplicitWB_ApproachBlueRed,Dr.Dre,Dr.Dre2,1292,R_1jZWEPM2kfiKAYK,56,Female,Female,Black or African American alone,Absolutely not true,Liberal,77338,Utilities,VpcT5U2Cxj,92,2,7.0,5,5,5,5,30,1,3.0,4,4,2,None,2,3,4,3,2,4,3,4,2,2,4,4,4,2,4,2,3,4,2,4,No,Good survey,0.6,0.975,white,male,11407.0,12453.0,8431.0,12923.0,9619.0,12902.0,10219.0,12474.0,1140.7,1245.3,936.7777777777778,1292.3,1068.7777777777778,1290.2,1021.9,1247.4,3.0,4.0,3.0,3.25,2.25
